20241230113616, QQQ, 439, 20241230, C, 4, 0, 0, 515.82, 1
20241230113616, QQQ, 439, 20241230, P, 22, 1502, 0, 515.82, 0
20241230113616, QQQ, 440, 20241230, C, 1, 1, 0, 515.82, 1
20241230113616, QQQ, 440, 20241230, P, 20, 225, 0, 515.82, 0
20241230113616, QQQ, 441, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 441, 20241230, P, 0, 170, 0, 515.82, 0
20241230113616, QQQ, 442, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 442, 20241230, P, 0, 70, 0, 515.82, 0
20241230113616, QQQ, 443, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 443, 20241230, P, 0, 23, 0, 515.82, 0
20241230113616, QQQ, 444, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 444, 20241230, P, 0, 35, 0, 515.82, 0
20241230113616, QQQ, 445, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 445, 20241230, P, 0, 410, 0, 515.82, 0
20241230113616, QQQ, 446, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 446, 20241230, P, 0, 351, 0, 515.82, 0
20241230113616, QQQ, 447, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 447, 20241230, P, 0, 81, 0, 515.82, 0
20241230113616, QQQ, 448, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 448, 20241230, P, 0, 61, 0, 515.82, 0
20241230113616, QQQ, 449, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 449, 20241230, P, 0, 16, 0, 515.82, 0
20241230113616, QQQ, 450, 20241230, C, 1, 1, 0, 515.82, 1
20241230113616, QQQ, 450, 20241230, P, 0, 47, 0, 515.82, 0
20241230113616, QQQ, 451, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 451, 20241230, P, 0, 65, 0, 515.82, 0
20241230113616, QQQ, 452, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 452, 20241230, P, 0, 65, 0, 515.82, 0
20241230113616, QQQ, 453, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 453, 20241230, P, 0, 186, 0, 515.82, 0
20241230113616, QQQ, 454, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 454, 20241230, P, 0, 95, 0, 515.82, 0
20241230113616, QQQ, 455, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 455, 20241230, P, 3, 133, 0, 515.82, 0
20241230113616, QQQ, 456, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 456, 20241230, P, 0, 19, 0, 515.82, 0
20241230113616, QQQ, 457, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 457, 20241230, P, 0, 20, 0, 515.82, 0
20241230113616, QQQ, 458, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 458, 20241230, P, 50, 362, 0, 515.82, 0
20241230113616, QQQ, 459, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 459, 20241230, P, 0, 0, 0, 515.82, 0
20241230113616, QQQ, 460, 20241230, C, 0, 9, 0, 515.82, 1
20241230113616, QQQ, 460, 20241230, P, 0, 107, 0, 515.82, 0
20241230113616, QQQ, 461, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 461, 20241230, P, 0, 136, 0, 515.82, 0
20241230113616, QQQ, 462, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 462, 20241230, P, 0, 122, 0, 515.82, 0
20241230113616, QQQ, 463, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 463, 20241230, P, 0, 124, 0, 515.82, 0
20241230113616, QQQ, 464, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 464, 20241230, P, 0, 75, 0, 515.82, 0
20241230113616, QQQ, 465, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 465, 20241230, P, 120, 159, 0, 515.82, 0
20241230113616, QQQ, 466, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 466, 20241230, P, 0, 24, 0, 515.82, 0
20241230113616, QQQ, 467, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 467, 20241230, P, 0, 80, 0, 515.82, 0
20241230113616, QQQ, 468, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 468, 20241230, P, 0, 305, 0, 515.82, 0
20241230113616, QQQ, 469, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 469, 20241230, P, 0, 96, 0, 515.82, 0
20241230113616, QQQ, 470, 20241230, C, 2, 1, 0, 515.82, 1
20241230113616, QQQ, 470, 20241230, P, 50, 439, 0, 515.82, 0
20241230113616, QQQ, 471, 20241230, C, 0, 0, 0, 515.82, 1
20241230113616, QQQ, 471, 20241230, P, 0, 173, 0, 515.82, 0
20241230113616, QQQ, 472, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 472, 20241230, P, 0, 105, 0, 515.82, 0
20241230113616, QQQ, 473, 20241230, C, 0, 1, 0, 515.82, 1
20241230113616, QQQ, 473, 20241230, P, 20, 60, 0, 515.82, 0
20241230113616, QQQ, 474, 20241230, C, 0, 71, 0, 515.82, 1
20241230113616, QQQ, 474, 20241230, P, 2, 123, 0, 515.82, 0
20241230113616, QQQ, 475, 20241230, C, 0, 0, 0, 515.82, 1
